id,name,url,className,classID,tags,username,license,description,duration,geotags
231341,Electric Guitar Etude in Dm,https://freesound.org/people/ValentinSosnitskiy/sounds/231341/,010 - Instruments,9,['Chorus'+ 'Electric'+ 'guitar'+ 'Guitar'+ 'Experemental'+ 'Etude'],ValentinSosnitskiy,https://creativecommons.org/licenses/by/4.0/,Etude of Electric Guitar in Dm. Used chorus and reverberation effects. Size 6/4. Tempo 100. Gloomy and sentimental.,155.0,
232261,Guitar Space,https://freesound.org/people/ValentinSosnitskiy/sounds/232261/,010 - Instruments,9,['Guitar'+ 'Electric'+ 'Space'+ 'guitar'+ 'Echo'+ 'Delay'+ 'Reverberation'+ 'Reverb'+ 'Noise'+ 'psychedelic'],ValentinSosnitskiy,https://creativecommons.org/licenses/by/4.0/,Simple song using delay and reverberation. Atmosferic and space.,97.1433,46.8902315736 32.2119140625
362171,"Guitar Pitch Pipe, E-flat4.wav",https://freesound.org/people/InspectorJ/sounds/362171/,010 - Instruments,9,['Sampler'+ 'guitar'+ 'pipe'+ 'instrument'+ 'Pipe'+ 'sampler'+ 'Pitch'+ 'D-sharp'+ 'Guitar'+ 'Instrument'+ '4'+ 'pitch'+ 'E-flat'],InspectorJ,https://creativecommons.org/licenses/by/4.0/,"Raw audio of a single note from a guitar pitch pipe. Some of the notes have been re-pitched in order to complete a full 2 octaves of samples.

<b>This sound is <u>not</u> in the public domain. Please attribute/credit the sound if you use it.</b> If you would prefer to not have to give attribution, then take a look at the <b><a href=""https://www.jshaw.co.uk/inspectorj-freesound-library"" rel=""nofollow"">attribution-free license</a></b>.

An example of how you might credit is by putting this in the description/credits:
""Guitar Pitch Pipe, E-flat4.wav"" by InspectorJ (<a href=""http://www.jshaw.co.uk"" rel=""nofollow"">www.jshaw.co.uk</a>) of <a href=""http://Freesound.org"" rel=""nofollow"">Freesound.org</a>

If any of these sounds have been of help, and you are feeling charitable, please do consider<b> <a href=""http://www.freesound.org/donations/donate/"" rel=""nofollow"">donating to Freesound</a> </b>to help keep the site running (a link is also on the home page). Any donations are greatly appreciated! And for more awesome sounds, do please <b><a href=""https://www.jshaw.co.uk/libraries"" rel=""nofollow"">check out my sound libraries</a></b> or <b><a href=""https://www.jshaw.co.uk/store"" rel=""nofollow"">SFX store</a></b>.

Please comment on where you intend to use the sound, and feel free to post a link to the work where you used it if you want (I enjoy watching/listening to anything you create!)

The sound was recorded using a ""H1 Zoom V2 recorder"" on 17th September 2016.

Note: Audio quality is always better when downloaded.",5.16447,
362174,"Guitar Pitch Pipe, F-sharp3.wav",https://freesound.org/people/InspectorJ/sounds/362174/,010 - Instruments,9,['Sampler'+ 'guitar'+ 'F-sharp'+ 'G-flat'+ 'pipe'+ 'instrument'+ 'Pipe'+ 'sampler'+ 'Pitch'+ 'Guitar'+ 'Instrument'+ '3'+ 'pitch'],InspectorJ,https://creativecommons.org/licenses/by/4.0/,"Raw audio of a single note from a guitar pitch pipe. Some of the notes have been re-pitched in order to complete a full 2 octaves of samples.

<b>This sound is <u>not</u> in the public domain. Please attribute/credit the sound if you use it.</b> If you would prefer to not have to give attribution, then take a look at the <b><a href=""https://www.jshaw.co.uk/inspectorj-freesound-library"" rel=""nofollow"">attribution-free license</a></b>.

An example of how you might credit is by putting this in the description/credits:
""Guitar Pitch Pipe, F-sharp3.wav"" by InspectorJ (<a href=""http://www.jshaw.co.uk"" rel=""nofollow"">www.jshaw.co.uk</a>) of <a href=""http://Freesound.org"" rel=""nofollow"">Freesound.org</a>

If any of these sounds have been of help, and you are feeling charitable, please do consider<b> <a href=""http://www.freesound.org/donations/donate/"" rel=""nofollow"">donating to Freesound</a> </b>to help keep the site running (a link is also on the home page). Any donations are greatly appreciated! And for more awesome sounds, do please <b><a href=""https://www.jshaw.co.uk/libraries"" rel=""nofollow"">check out my sound libraries</a></b> or <b><a href=""https://www.jshaw.co.uk/store"" rel=""nofollow"">SFX store</a></b>.

Please comment on where you intend to use the sound, and feel free to post a link to the work where you used it if you want (I enjoy watching/listening to anything you create!)

The sound was recorded using a ""H1 Zoom V2 recorder"" on 17th September 2016.

Note: Audio quality is always better when downloaded.",5.59356,
362165,"Guitar Pitch Pipe, F4.wav",https://freesound.org/people/InspectorJ/sounds/362165/,010 - Instruments,9,['Sampler'+ 'guitar'+ 'F'+ 'pipe'+ 'instrument'+ 'Pipe'+ 'sampler'+ 'Pitch'+ 'Guitar'+ 'Instrument'+ '4'+ 'pitch'],InspectorJ,https://creativecommons.org/licenses/by/4.0/,"Raw audio of a single note from a guitar pitch pipe. Some of the notes have been re-pitched in order to complete a full 2 octaves of samples.

<b>This sound is <u>not</u> in the public domain. Please attribute/credit the sound if you use it.</b> If you would prefer to not have to give attribution, then take a look at the <b><a href=""https://www.jshaw.co.uk/inspectorj-freesound-library"" rel=""nofollow"">attribution-free license</a></b>.

An example of how you might credit is by putting this in the description/credits:
""Guitar Pitch Pipe, F4.wav"" by InspectorJ (<a href=""http://www.jshaw.co.uk"" rel=""nofollow"">www.jshaw.co.uk</a>) of <a href=""http://Freesound.org"" rel=""nofollow"">Freesound.org</a>

If any of these sounds have been of help, and you are feeling charitable, please do consider<b> <a href=""http://www.freesound.org/donations/donate/"" rel=""nofollow"">donating to Freesound</a> </b>to help keep the site running (a link is also on the home page). Any donations are greatly appreciated! And for more awesome sounds, do please <b><a href=""https://www.jshaw.co.uk/libraries"" rel=""nofollow"">check out my sound libraries</a></b> or <b><a href=""https://www.jshaw.co.uk/store"" rel=""nofollow"">SFX store</a></b>.

Please comment on where you intend to use the sound, and feel free to post a link to the work where you used it if you want (I enjoy watching/listening to anything you create!)

The sound was recorded using a ""H1 Zoom V2 recorder"" on 17th September 2016.

Note: Audio quality is always better when downloaded.",5.11102,
362172,"Guitar Pitch Pipe, E-flat3.wav",https://freesound.org/people/InspectorJ/sounds/362172/,010 - Instruments,9,['Sampler'+ 'guitar'+ 'pipe'+ 'instrument'+ 'Pipe'+ 'sampler'+ 'Pitch'+ 'D-sharp'+ 'Guitar'+ 'Instrument'+ '3'+ 'pitch'+ 'E-flat'],InspectorJ,https://creativecommons.org/licenses/by/4.0/,"Raw audio of a single note from a guitar pitch pipe. Some of the notes have been re-pitched in order to complete a full 2 octaves of samples.

<b>This sound is <u>not</u> in the public domain. Please attribute/credit the sound if you use it.</b> If you would prefer to not have to give attribution, then take a look at the <b><a href=""https://www.jshaw.co.uk/inspectorj-freesound-library"" rel=""nofollow"">attribution-free license</a></b>.

An example of how you might credit is by putting this in the description/credits:
""Guitar Pitch Pipe, E-flat3.wav"" by InspectorJ (<a href=""http://www.jshaw.co.uk"" rel=""nofollow"">www.jshaw.co.uk</a>) of <a href=""http://Freesound.org"" rel=""nofollow"">Freesound.org</a>

If any of these sounds have been of help, and you are feeling charitable, please do consider<b> <a href=""http://www.freesound.org/donations/donate/"" rel=""nofollow"">donating to Freesound</a> </b>to help keep the site running (a link is also on the home page). Any donations are greatly appreciated! And for more awesome sounds, do please <b><a href=""https://www.jshaw.co.uk/libraries"" rel=""nofollow"">check out my sound libraries</a></b> or <b><a href=""https://www.jshaw.co.uk/store"" rel=""nofollow"">SFX store</a></b>.

Please comment on where you intend to use the sound, and feel free to post a link to the work where you used it if you want (I enjoy watching/listening to anything you create!)

The sound was recorded using a ""H1 Zoom V2 recorder"" on 17th September 2016.

Note: Audio quality is always better when downloaded.",5.38005,
362154,"Guitar Pitch Pipe, A-flat3.wav",https://freesound.org/people/InspectorJ/sounds/362154/,010 - Instruments,9,['Sampler'+ 'guitar'+ 'pipe'+ 'instrument'+ 'Pipe'+ 'sampler'+ 'Pitch'+ 'Guitar'+ 'Instrument'+ '3'+ 'G-sharp'+ 'pitch'+ 'A-flat'],InspectorJ,https://creativecommons.org/licenses/by/4.0/,"Raw audio of a single note from a guitar pitch pipe. Some of the notes have been re-pitched in order to complete a full 2 octaves of samples.

<b>This sound is <u>not</u> in the public domain. Please attribute/credit the sound if you use it.</b> If you would prefer to not have to give attribution, then take a look at the <b><a href=""https://www.jshaw.co.uk/inspectorj-freesound-library"" rel=""nofollow"">attribution-free license</a></b>.

An example of how you might credit is by putting this in the description/credits:
""Guitar Pitch Pipe, A-flat3.wav"" by InspectorJ (<a href=""http://www.jshaw.co.uk"" rel=""nofollow"">www.jshaw.co.uk</a>) of <a href=""http://Freesound.org"" rel=""nofollow"">Freesound.org</a>

If any of these sounds have been of help, and you are feeling charitable, please do consider<b> <a href=""http://www.freesound.org/donations/donate/"" rel=""nofollow"">donating to Freesound</a> </b>to help keep the site running (a link is also on the home page). Any donations are greatly appreciated! And for more awesome sounds, do please <b><a href=""https://www.jshaw.co.uk/libraries"" rel=""nofollow"">check out my sound libraries</a></b> or <b><a href=""https://www.jshaw.co.uk/store"" rel=""nofollow"">SFX store</a></b>.

Please comment on where you intend to use the sound, and feel free to post a link to the work where you used it if you want (I enjoy watching/listening to anything you create!)

The sound was recorded using a ""H1 Zoom V2 recorder"" on 17th September 2016.

Note: Audio quality is always better when downloaded.",5.46973,
362158,"Guitar Pitch Pipe, C-sharp3.wav",https://freesound.org/people/InspectorJ/sounds/362158/,010 - Instruments,9,['Sampler'+ 'guitar'+ 'pipe'+ 'instrument'+ 'Pipe'+ 'sampler'+ 'D-flat'+ 'Pitch'+ 'C-sharp'+ 'Guitar'+ 'Instrument'+ '3'+ 'pitch'],InspectorJ,https://creativecommons.org/licenses/by/4.0/,"Raw audio of a single note from a guitar pitch pipe. Some of the notes have been re-pitched in order to complete a full 2 octaves of samples.

<b>This sound is <u>not</u> in the public domain. Please attribute/credit the sound if you use it.</b> If you would prefer to not have to give attribution, then take a look at the <b><a href=""https://www.jshaw.co.uk/inspectorj-freesound-library"" rel=""nofollow"">attribution-free license</a></b>.

An example of how you might credit is by putting this in the description/credits:
""Guitar Pitch Pipe, C-sharp3.wav"" by InspectorJ (<a href=""http://www.jshaw.co.uk"" rel=""nofollow"">www.jshaw.co.uk</a>) of <a href=""http://Freesound.org"" rel=""nofollow"">Freesound.org</a>

If any of these sounds have been of help, and you are feeling charitable, please do consider<b> <a href=""http://www.freesound.org/donations/donate/"" rel=""nofollow"">donating to Freesound</a> </b>to help keep the site running (a link is also on the home page). Any donations are greatly appreciated! And for more awesome sounds, do please <b><a href=""https://www.jshaw.co.uk/libraries"" rel=""nofollow"">check out my sound libraries</a></b> or <b><a href=""https://www.jshaw.co.uk/store"" rel=""nofollow"">SFX store</a></b>.

Please comment on where you intend to use the sound, and feel free to post a link to the work where you used it if you want (I enjoy watching/listening to anything you create!)

The sound was recorded using a ""H1 Zoom V2 recorder"" on 17th September 2016.

Note: Audio quality is always better when downloaded.",5.43848,
362164,"Guitar Pitch Pipe, F3.wav",https://freesound.org/people/InspectorJ/sounds/362164/,010 - Instruments,9,['Sampler'+ 'guitar'+ 'F'+ 'pipe'+ 'instrument'+ 'Pipe'+ 'sampler'+ 'Pitch'+ 'Guitar'+ 'Instrument'+ '3'+ 'pitch'],InspectorJ,https://creativecommons.org/licenses/by/4.0/,"Raw audio of a single note from a guitar pitch pipe. Some of the notes have been re-pitched in order to complete a full 2 octaves of samples.

<b>This sound is <u>not</u> in the public domain. Please attribute/credit the sound if you use it.</b> If you would prefer to not have to give attribution, then take a look at the <b><a href=""https://www.jshaw.co.uk/inspectorj-freesound-library"" rel=""nofollow"">attribution-free license</a></b>.

An example of how you might credit is by putting this in the description/credits:
""Guitar Pitch Pipe, F3.wav"" by InspectorJ (<a href=""http://www.jshaw.co.uk"" rel=""nofollow"">www.jshaw.co.uk</a>) of <a href=""http://Freesound.org"" rel=""nofollow"">Freesound.org</a>

If any of these sounds have been of help, and you are feeling charitable, please do consider<b> <a href=""http://www.freesound.org/donations/donate/"" rel=""nofollow"">donating to Freesound</a> </b>to help keep the site running (a link is also on the home page). Any donations are greatly appreciated! And for more awesome sounds, do please <b><a href=""https://www.jshaw.co.uk/libraries"" rel=""nofollow"">check out my sound libraries</a></b> or <b><a href=""https://www.jshaw.co.uk/store"" rel=""nofollow"">SFX store</a></b>.

Please comment on where you intend to use the sound, and feel free to post a link to the work where you used it if you want (I enjoy watching/listening to anything you create!)

The sound was recorded using a ""H1 Zoom V2 recorder"" on 17th September 2016.

Note: Audio quality is always better when downloaded.",5.59732,
362162,"Guitar Pitch Pipe, G3.wav",https://freesound.org/people/InspectorJ/sounds/362162/,010 - Instruments,9,['Sampler'+ 'guitar'+ 'pipe'+ 'G'+ 'instrument'+ 'Pipe'+ 'sampler'+ 'Pitch'+ 'Guitar'+ 'Instrument'+ '3'+ 'pitch'],InspectorJ,https://creativecommons.org/licenses/by/4.0/,"Raw audio of a single note from a guitar pitch pipe. Some of the notes have been re-pitched in order to complete a full 2 octaves of samples.

<b>This sound is <u>not</u> in the public domain. Please attribute/credit the sound if you use it.</b> If you would prefer to not have to give attribution, then take a look at the <b><a href=""https://www.jshaw.co.uk/inspectorj-freesound-library"" rel=""nofollow"">attribution-free license</a></b>.

An example of how you might credit is by putting this in the description/credits:
""Guitar Pitch Pipe, G3.wav"" by InspectorJ (<a href=""http://www.jshaw.co.uk"" rel=""nofollow"">www.jshaw.co.uk</a>) of <a href=""http://Freesound.org"" rel=""nofollow"">Freesound.org</a>

If any of these sounds have been of help, and you are feeling charitable, please do consider<b> <a href=""http://www.freesound.org/donations/donate/"" rel=""nofollow"">donating to Freesound</a> </b>to help keep the site running (a link is also on the home page). Any donations are greatly appreciated! And for more awesome sounds, do please <b><a href=""https://www.jshaw.co.uk/libraries"" rel=""nofollow"">check out my sound libraries</a></b> or <b><a href=""https://www.jshaw.co.uk/store"" rel=""nofollow"">SFX store</a></b>.

Please comment on where you intend to use the sound, and feel free to post a link to the work where you used it if you want (I enjoy watching/listening to anything you create!)

The sound was recorded using a ""H1 Zoom V2 recorder"" on 17th September 2016.

Note: Audio quality is always better when downloaded.",5.59,
362179,"Guitar Pitch Pipe, F-sharp4.wav",https://freesound.org/people/InspectorJ/sounds/362179/,010 - Instruments,9,['Sampler'+ 'guitar'+ 'F-sharp'+ 'G-flat'+ 'pipe'+ 'instrument'+ 'Pipe'+ 'sampler'+ 'Pitch'+ 'Guitar'+ 'Instrument'+ '4'+ 'pitch'],InspectorJ,https://creativecommons.org/licenses/by/4.0/,"Raw audio of a single note from a guitar pitch pipe. Some of the notes have been re-pitched in order to complete a full 2 octaves of samples.

<b>This sound is <u>not</u> in the public domain. Please attribute/credit the sound if you use it.</b> If you would prefer to not have to give attribution, then take a look at the <b><a href=""https://www.jshaw.co.uk/inspectorj-freesound-library"" rel=""nofollow"">attribution-free license</a></b>.

An example of how you might credit is by putting this in the description/credits:
""Guitar Pitch Pipe, F-sharp4.wav"" by InspectorJ (<a href=""http://www.jshaw.co.uk"" rel=""nofollow"">www.jshaw.co.uk</a>) of <a href=""http://Freesound.org"" rel=""nofollow"">Freesound.org</a>

If any of these sounds have been of help, and you are feeling charitable, please do consider<b> <a href=""http://www.freesound.org/donations/donate/"" rel=""nofollow"">donating to Freesound</a> </b>to help keep the site running (a link is also on the home page). Any donations are greatly appreciated! And for more awesome sounds, do please <b><a href=""https://www.jshaw.co.uk/libraries"" rel=""nofollow"">check out my sound libraries</a></b> or <b><a href=""https://www.jshaw.co.uk/store"" rel=""nofollow"">SFX store</a></b>.

Please comment on where you intend to use the sound, and feel free to post a link to the work where you used it if you want (I enjoy watching/listening to anything you create!)

The sound was recorded using a ""H1 Zoom V2 recorder"" on 17th September 2016.

Note: Audio quality is always better when downloaded.",5.02134,
